attributeName	code	definition
SensorNumber	262	Hygrochron iButton (262)
SensorNumber	257	Hygrochron iButton (257)
SensorNumber	252	Hygrochron iButton (252)
SensorNumber	254	Hygrochron iButton (254)
SensorNumber	265	Hygrochron iButton (265)
SensorNumber	258	Hygrochron iButton (258)
SensorNumber	273	Hygrochron iButton (273)
SensorNumber	268	Hygrochron iButton (268)
SensorNumber	255	Hygrochron iButton (255)
SensorNumber	266	Hygrochron iButton (266)
SensorNumber	264	Hygrochron iButton (264)
SensorNumber	263	Hygrochron iButton (263)
SensorNumber	272	Hygrochron iButton (272)
SensorNumber	250	Hygrochron iButton (250)
SensorNumber	246	Hygrochron iButton (246)
SensorNumber	247	Hygrochron iButton (247)
SensorNumber	249	Hygrochron iButton (249)
SensorNumber	248	Hygrochron iButton (248)
SensorNumber	244	Hygrochron iButton (244)
SensorNumber	270	Hygrochron iButton (270)
SensorNumber	251	Hygrochron iButton (251)
SensorNumber	256	Hygrochron iButton (256)
SensorNumber	245	Hygrochron iButton (245)
SensorNumber	253	Hygrochron iButton (253)
SensorNumber	242	Hygrochron iButton (242)
SensorNumber	240	Hygrochron iButton (240)
SensorNumber	241	Hygrochron iButton (241)
SensorNumber	239	Hygrochron iButton (239)
SensorNumber	76	Hygrochron iButton (76)
SensorNumber	10	Hygrochron iButton (10)
SensorNumber	292	Hygrochron iButton (292)
SensorNumber	276	Hygrochron iButton (276)
SensorNumber	279	Hygrochron iButton (279)
SensorNumber	280	Hygrochron iButton (280)
SensorNumber	285	Hygrochron iButton (285)
SensorNumber	298	Hygrochron iButton (298)
SensorNumber	277	Hygrochron iButton (277)
SensorNumber	284	Hygrochron iButton (284)
SensorNumber	287	Hygrochron iButton (287)
SensorNumber	275	Hygrochron iButton (275)
SensorNumber	3	Hygrochron iButton (3)
SensorNumber	-316	Hygrochron iButton (-316)
SensorNumber	274	Hygrochron iButton (274)
SensorNumber	278	Hygrochron iButton (278)
SensorNumber	281	Hygrochron iButton (281)
SensorNumber	282	Hygrochron iButton (282)
SensorNumber	283	Hygrochron iButton (283)
SensorNumber	286	Hygrochron iButton (286)
SensorNumber	288	Hygrochron iButton (288)
SensorNumber	289	Hygrochron iButton (289)
SensorNumber	290	Hygrochron iButton (290)
SensorNumber	291	Hygrochron iButton (291)
SensorNumber	293	Hygrochron iButton (293)
SensorNumber	294	Hygrochron iButton (294)
SensorNumber	295	Hygrochron iButton (295)
SensorNumber	296	Hygrochron iButton (296)
SensorNumber	297	Hygrochron iButton (297)
SensorNumber	299	Hygrochron iButton (299)
SensorNumber	243	Hygrochron iButton (243)
SensorNumber	41	Hygrochron iButton (41)
SensorNumber	1047	HOBO TidbiT (1047)
SensorNumber	1077	HOBO TidbiT (1077)
SensorNumber	1050	HOBO TidbiT (1050)
SensorNumber	1069	HOBO TidbiT (1069)
SensorNumber	1068	HOBO TidbiT (1068)
SensorNumber	1058	HOBO TidbiT (1058)
SensorNumber	1057	HOBO TidbiT (1057)
SensorNumber	1070	HOBO TidbiT (1070)
SensorNumber	2061	HOBO TidbiT (2061)
SensorNumber	1051	HOBO TidbiT (1051)
SensorNumber	1052	HOBO TidbiT (1052)
SensorNumber	1072	HOBO TidbiT (1072)
SensorNumber	1063	HOBO TidbiT (1063)
SensorNumber	1073	HOBO TidbiT (1073)
SensorNumber	1053	HOBO TidbiT (1053)
SensorNumber	1064	HOBO TidbiT (1064)
SensorNumber	1054	HOBO TidbiT (1054)
SensorNumber	1048	HOBO TidbiT (1048)
SensorNumber	1074	HOBO TidbiT (1074)
SensorNumber	1065	HOBO TidbiT (1065)
SensorNumber	1049	HOBO TidbiT (1049)
SensorNumber	1075	HOBO TidbiT (1075)
SensorNumber	1076	HOBO TidbiT (1076)
SensorNumber	1035	HOBO TidbiT (1035)
SensorNumber	1036	HOBO TidbiT (1036)
SensorNumber	1037	HOBO TidbiT (1037)
SensorNumber	1038	HOBO TidbiT (1038)
SensorNumber	1039	HOBO TidbiT (1039)
SensorNumber	1040	HOBO TidbiT (1040)
SensorNumber	1041	HOBO TidbiT (1041)
SensorNumber	1042	HOBO TidbiT (1042)
SensorNumber	1043	HOBO TidbiT (1043)
SensorNumber	1044	HOBO TidbiT (1044)
SensorNumber	1025	HOBO TidbiT (1025)
SensorNumber	1026	HOBO TidbiT (1026)
SensorNumber	1027	HOBO TidbiT (1027)
SensorNumber	1015	HOBO TidbiT (1015)
SensorNumber	1016	HOBO TidbiT (1016)
SensorNumber	1017	HOBO TidbiT (1017)
SensorNumber	1028	HOBO TidbiT (1028)
SensorNumber	1029	HOBO TidbiT (1029)
SensorNumber	1030	HOBO TidbiT (1030)
SensorNumber	1018	HOBO TidbiT (1018)
SensorNumber	1019	HOBO TidbiT (1019)
SensorNumber	1020	HOBO TidbiT (1020)
SensorNumber	1031	HOBO TidbiT (1031)
SensorNumber	1032	HOBO TidbiT (1032)
SensorNumber	1033	HOBO TidbiT (1033)
SensorNumber	1023	HOBO TidbiT (1023)
SensorNumber	1024	HOBO TidbiT (1024)
SensorNumber	1045	HOBO TidbiT (1045)
SensorNumber	1021	HOBO TidbiT (1021)
SensorNumber	1034	HOBO TidbiT (1034)
SensorNumber	1022	HOBO TidbiT (1022)
SensorNumber	1066	HOBO TidbiT (1066)
SensorNumber	1060	HOBO TidbiT (1060)
SensorNumber	1071	HOBO TidbiT (1071)
SensorNumber	-999	HOBO TidbiT (-999)
SensorNumber	-9999	Hygrochron iButton (-9999)
SensorNumber	1067	HOBO TidbiT (1067)
SensorNumber	1055	HOBO TidbiT (1055)
SensorNumber	4838	HOBO TidbiT (4838)
SensorNumber	4837	HOBO TidbiT (4837)
SensorNumber	4845	HOBO TidbiT (4845)
SensorNumber	4844	HOBO TidbiT (4844)
SensorNumber	4843	HOBO TidbiT (4843)
SensorNumber	4842	HOBO TidbiT (4842)
SensorNumber	4841	HOBO TidbiT (4841)
SensorNumber	4840	HOBO TidbiT (4840)
SensorNumber	4836	HOBO TidbiT (4836)
SensorNumber	4847	HOBO TidbiT (4847)
SensorNumber	4839	HOBO TidbiT (4839)
SensorNumber	4850	HOBO TidbiT (4850)
SensorNumber	4849	HOBO TidbiT (4849)
SensorNumber	4851	HOBO TidbiT (4851)
SensorNumber	4848	HOBO TidbiT (4848)
SensorNumber	1059	HOBO TidbiT (1059)
SensorNumber	6040	HOBO TidbiT (6040)
SensorNumber	6039	HOBO TidbiT (6039)
SensorNumber	6037	HOBO TidbiT (6037)
SensorNumber	6036	HOBO TidbiT (6036)
SensorNumber	6038	HOBO TidbiT (6038)
SensorNumber	4846	HOBO TidbiT (4846)
SensorNumber	6068	HOBO TidbiT (6068)
SensorNumber	6069	HOBO TidbiT (6069)
SensorNumber	6070	HOBO TidbiT (6070)
SensorNumber	6071	HOBO TidbiT (6071)
SensorNumber	6072	HOBO TidbiT (6072)
SensorNumber	1061	HOBO TidbiT (1061)
SensorNumber	1062	HOBO TidbiT (1062)
SensorNumber	1046	HOBO TidbiT (1046)
SensorNumber	4099	HOBO TidbiT (4099)
SensorNumber	4100	HOBO TidbiT (4100)
SensorNumber	4114	HOBO TidbiT (4114)
SensorNumber	4116	HOBO TidbiT (4116)
SensorNumber	4115	HOBO TidbiT (4115)
SensorNumber	4109	HOBO TidbiT (4109)
SensorNumber	4110	HOBO TidbiT (4110)
SensorNumber	4111	HOBO TidbiT (4111)
SensorNumber	4112	HOBO TidbiT (4112)
SensorNumber	4103	HOBO TidbiT (4103)
SensorNumber	4104	HOBO TidbiT (4104)
SensorNumber	4105	HOBO TidbiT (4105)
SensorNumber	4106	HOBO TidbiT (4106)
SensorNumber	4117	HOBO TidbiT (4117)
SensorNumber	4118	HOBO TidbiT (4118)
SensorNumber	4119	HOBO TidbiT (4119)
SensorNumber	4113	HOBO TidbiT (4113)
SensorNumber	4107	HOBO TidbiT (4107)
SensorNumber	4108	HOBO TidbiT (4108)
SensorNumber	4120	HOBO TidbiT (4120)
SensorNumber	4121	HOBO TidbiT (4121)
SensorNumber	4122	HOBO TidbiT (4122)
SensorNumber	9440	HOBO Pendant (9440)
SensorNumber	9441	HOBO Pendant (9441)
SensorNumber	9442	HOBO Pendant (9442)
SensorNumber	9443	HOBO Pendant (9443)
SensorNumber	9444	HOBO Pendant (9444)
SensorNumber	9445	HOBO Pendant (9445)
SensorNumber	9446	HOBO Pendant (9446)
SensorNumber	9447	HOBO Pendant (9447)
SensorNumber	9448	HOBO Pendant (9448)
SensorNumber	9449	HOBO Pendant (9449)
